2026-05-30 23:49:55.8|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 2.3.5.5327
2026-05-30 23:49:55.9|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-05-30 23:49:55.9|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-05-30 23:49:56.3|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-05-30 23:49:56.4|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {2c72b53b-f5ad-498a-9985-dd698635a060} may be persisted to storage in unencrypted form.
2026-05-30 23:49:56.6|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=1000 ***
2026-05-30 23:49:56.7|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2026-05-30 23:49:56.7|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
2026-05-30 23:49:56.7|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Performing DB Operation
2026-05-30 23:49:56.8|Info|DatabaseEngineVersionCheck|SQLite 3.50.4
2026-05-30 23:49:56.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0741415s
2026-05-30 23:49:56.8|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrated
2026-05-30 23:49:56.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0807272s
2026-05-30 23:49:56.8|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2026-05-30 23:49:56.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-05-30 23:49:56.8|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2026-05-30 23:49:56.9|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2026-05-30 23:49:56.9|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0393412s
2026-05-30 23:49:56.9|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-05-30 23:49:56.9|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
